log10_fc_hz,pm_target_deg,log10_icp_a,log10_n,log10_kvco_hz,worst_phase_margin_deg,log10_worst_lock_time_s,worst_jitter_peaking_db
6.236529483468611801e+00,5.509293674633550353e+01,-3.200659450546418316e+00,1.833229793065195512e+00,7.740362689494244108e+00,5.310253816595599119e+01,-6.035436099270822474e+00,2.700585550349129171e+00
5.767347441640120920e+00,4.333153375922270101e+01,-2.725842150736319969e+00,2.176305538886701196e+00,7.602059991327962507e+00,4.163888787660422963e+01,-5.463167489618244055e+00,4.057827936305530514e+00
6.965660001680308078e+00,5.485475186311418128e+01,-2.806875401645538393e+00,1.856820625741690156e+00,7.740362689494244108e+00,5.286697154833228751e+01,-6.766583617851012811e+00,2.723240927490639951e+00
6.685323328314743740e+00,4.266632998787756748e+01,-1.903089986991943539e+00,2.206509290672551415e+00,7.301029995663981254e+00,4.099834871376393153e+01,-6.383930049544892960e+00,4.153072025227582564e+00
6.564048618435919025e+00,4.412440278937800997e+01,-1.903089986991943539e+00,1.783252823402443177e+00,7.301029995663981254e+00,4.240315749058609640e+01,-6.257658132049049193e+00,3.947877833904626765e+00
7.372114010753096025e+00,6.103052870917775863e+01,-2.505149978319905824e+00,1.469772802333219941e+00,7.301029995663981254e+00,5.903652361562723172e+01,-7.104008127940735662e+00,2.178720705863137486e+00
6.263125150591090318e+00,4.516805819896166696e+01,-2.301029995663981254e+00,2.327092127038953517e+00,7.602059991327962507e+00,4.341059759552584296e+01,-5.953103213396106597e+00,3.807578127750308461e+00
6.589872006052201137e+00,5.974418905508736088e+01,-2.551293680094920191e+00,2.020175193629740740e+00,7.740362689494244108e+00,5.774021240222921847e+01,-6.337068450404269804e+00,2.285401179946512595e+00
6.774840273963595116e+00,6.281574161159498715e+01,-2.328827157284916627e+00,1.726135377832954010e+00,7.740362689494244108e+00,6.084635957242372228e+01,-6.484585638005482267e+00,2.035639306247663427e+00
6.105957919061365757e+00,4.125840707988853495e+01,-2.328827157284916627e+00,2.442969555764189060e+00,7.602059991327962507e+00,3.964446642464795900e+01,-5.809747120335026160e+00,4.362259962250575995e+00
5.427181751803451526e+00,6.224988950355123052e+01,-2.504455662453551668e+00,2.408993622288663428e+00,7.602059991327962507e+00,6.027131132952160897e+01,-5.144028144571770156e+00,2.080417791440079434e+00
6.811053327854860839e+00,5.363133636173101593e+01,-1.903089986991943539e+00,1.718957542146601902e+00,7.301029995663981254e+00,5.165968762905473000e+01,-6.624993360340920567e+00,2.842370249760082235e+00
6.023915679226925057e+00,6.149736428173611102e+01,-2.391473966422805741e+00,2.214983358988365403e+00,7.602059991327962507e+00,5.950856590997614148e+01,-5.749899843898947260e+00,2.140845557749120776e+00
5.970410555833377764e+00,4.935317219844561976e+01,-3.200659450546418316e+00,2.124387974553815894e+00,7.602059991327962507e+00,4.746984503550595491e+01,-5.655585105308963634e+00,3.295911989528942598e+00
6.694115974011384473e+00,5.964338305795578066e+01,-2.504455662453551668e+00,1.962604257685144127e+00,7.740362689494244108e+00,5.763889076103697562e+01,-6.442649911790650386e+00,2.293871716097973579e+00
5.774188836255765622e+00,6.194193144410691332e+01,-2.463441557428470041e+00,2.540353608806353858e+00,7.602059991327962507e+00,5.995889576730951376e+01,-5.494931578123838811e+00,2.105055799913746473e+00
7.287203811461810510e+00,4.827254495158789638e+01,-2.329058719264224919e+00,1.450373112585665369e+00,7.301029995663981254e+00,4.641842086589366545e+01,-6.971841615455073082e+00,3.421024221688183431e+00
6.405931850289369400e+00,5.764552151049906570e+01,-3.200659450546418316e+00,2.002673989049766234e+00,7.740362689494244108e+00,5.563846393750594643e+01,-6.177479200876395460e+00,2.466528261782748643e+00
7.056714335115860770e+00,5.557984483926434649e+01,-2.124938736608299905e+00,1.795765248714537909e+00,7.301029995663981254e+00,5.358464086593929210e+01,-6.850119066305983218e+00,2.654684898913627578e+00
6.902865103055714435e+00,6.440143611844131044e+01,-2.329058719264224919e+00,1.991908539832881964e+00,7.301029995663981254e+00,6.246491389100827973e+01,-6.591748801175052463e+00,1.912674196950074679e+00
6.525794014945363486e+00,4.106060054796823522e+01,-2.391473966422805741e+00,1.745518783373751770e+00,7.740362689494244108e+00,3.945443714940489599e+01,-6.230769103086784888e+00,4.392676712969350028e+00
6.699456561990912107e+00,5.041960345471435545e+01,-2.504455662453551668e+00,1.922397367780185329e+00,7.740362689494244108e+00,4.850999911593308411e+01,-6.388105054848132625e+00,3.176968791241176149e+00
5.858008823969209189e+00,4.063665224568019596e+01,-2.725842150736319969e+00,2.365465563791742554e+00,7.740362689494244108e+00,3.904729981480977585e+01,-5.564426262698624726e+00,4.458572846929786060e+00
6.611685724541308318e+00,4.849875167428561440e+01,-2.726998727936262412e+00,2.037041689969278924e+00,7.301029995663981254e+00,4.663830908155796351e+01,-6.295922447317033210e+00,3.394441499271538820e+00
6.514036354551612895e+00,6.404837103365230178e+01,-3.508638306165727361e+00,1.982639692706264611e+00,7.602059991327962507e+00,6.210361480273098778e+01,-6.207898592626666989e+00,1.939713971060951225e+00
6.714470452410466805e+00,5.746615392627273877e+01,-2.425968732272281159e+00,1.997088634344099001e+00,7.740362689494244108e+00,5.545955845776711612e+01,-6.488065003153240973e+00,2.482482372569694729e+00
6.648422729177292823e+00,4.478515718117745337e+01,-2.358525889495900252e+00,1.850798654053024572e+00,7.740362689494244108e+00,4.304078639938887818e+01,-6.339473716744651099e+00,3.858489591345704017e+00
5.644720543388798362e+00,5.542002301579032064e+01,-2.425968732272281159e+00,2.379926279306864068e+00,7.740362689494244108e+00,5.342631462937447395e+01,-5.440203777069625879e+00,2.669690859187380916e+00
7.050615586891937348e+00,5.339979895541725341e+01,-2.204119982655924570e+00,2.021054751178076980e+00,7.301029995663981254e+00,5.143169433641648425e+01,-6.866559344531987463e+00,2.865381724203774461e+00
7.050041781880205249e+00,4.818853622603056408e+01,-2.463441557428470041e+00,1.631123858305487007e+00,7.740362689494244108e+00,4.633678567067573795e+01,-6.734387474029092324e+00,3.430943954622844405e+00
5.898406239791740724e+00,5.154464083670460184e+01,-2.504455662453551668e+00,2.686431714224565059e+00,7.602059991327962507e+00,4.961025316502210103e+01,-5.602002706483495409e+00,3.055883112606985641e+00
6.530052149792264338e+00,4.202578800072801357e+01,-2.504455662453551668e+00,2.182153566476211726e+00,7.740362689494244108e+00,4.038209694918364789e+01,-6.230803335711586399e+00,4.246839643178922152e+00
6.953111110756313273e+00,6.153070707105545978e+01,-3.026872146400301222e+00,1.864985104693781093e+00,7.740362689494244108e+00,5.954231354921091679e+01,-6.679075518925459143e+00,2.138152003971932391e+00
7.301777303298218946e+00,4.347114603786177156e+01,-2.124938736608299905e+00,1.792550221221261175e+00,7.301029995663981254e+00,4.177339961057322171e+01,-6.997187725491832211e+00,4.038198761474779630e+00
6.082657712941504258e+00,5.292158794223109908e+01,-3.200659450546418316e+00,1.798470952658833832e+00,7.740362689494244108e+00,5.096128151241040882e+01,-5.903349243067997243e+00,2.913359525146232087e+00
7.001008932643839167e+00,5.420195951070810736e+01,-2.725842150736319969e+00,1.602410569933067519e+00,7.740362689494244108e+00,5.222223612268209081e+01,-6.808772918786729633e+00,2.786251814067186139e+00
5.891548351112707138e+00,4.220306344773253926e+01,-2.806875401645538393e+00,2.214271121765860162e+00,7.602059991327962507e+00,4.055259881622220064e+01,-5.591570520185494608e+00,4.220684453407819170e+00
6.192905638269466273e+00,4.312299713728761930e+01,-3.508638306165727361e+00,1.891646920587096270e+00,7.740362689494244108e+00,4.143801970552371472e+01,-5.889968515571545105e+00,4.087455154033528437e+00
5.402856430240879249e+00,6.475134038387768953e+01,-2.725842150736319969e+00,2.247518740503869239e+00,7.602059991327962507e+00,6.282350453555028480e+01,-5.087368661229405120e+00,1.885998285024687915e+00
6.852036845341813454e+00,4.972128798042039932e+01,-2.505149978319905824e+00,2.117398819661622245e+00,7.301029995663981254e+00,4.782859571270699917e+01,-6.538266031541045464e+00,3.254428302816492202e+00
6.832803409837334918e+00,5.285458369726444516e+01,-2.425968732272281159e+00,1.602030377001249395e+00,7.740362689494244108e+00,5.089542066714292901e+01,-6.654174352475647147e+00,2.920131092457477706e+00
5.989871764298513312e+00,4.036925012298625148e+01,-2.903089986991943761e+00,2.449446080874590592e+00,7.602059991327962507e+00,3.879059762910327436e+01,-5.697565995761481261e+00,4.500635492886242872e+00
6.912382943560324122e+00,4.138734213679637008e+01,-3.026872146400301222e+00,1.631500463412592028e+00,7.740362689494244108e+00,3.976835547745494637e+01,-6.615798787842322781e+00,4.342545496440800790e+00
5.666048533883262017e+00,5.309530753756239818e+01,-2.551293680094920191e+00,2.572347514610067609e+00,7.602059991327962507e+00,5.113209444006429294e+01,-5.484661253409076842e+00,2.895859732983233847e+00
6.819744186672730635e+00,4.922699110482784590e+01,-3.026872146400301222e+00,1.931348157058580872e+00,7.740362689494244108e+00,4.734694371146741787e+01,-6.504543131898347319e+00,3.310236971848304677e+00
5.932224463783091650e+00,6.422518055877331733e+01,-2.602059991327962507e+00,2.014869958279564166e+00,7.602059991327962507e+00,6.228448138245093446e+01,-5.623592944674666860e+00,1.926157153985992299e+00
6.867668067580851243e+00,5.857408770682846466e+01,-2.028028723600243666e+00,1.488503542663126122e+00,7.301029995663981254e+00,5.656643633372425484e+01,-6.628340763401305402e+00,2.385273558117698922e+00
7.104657896372452264e+00,4.841995304264614219e+01,-2.391473966422805741e+00,1.462123647471786692e+00,7.740362689494244108e+00,4.656169940612497271e+01,-6.789214271507998610e+00,3.403680465714614911e+00
6.340288439997775249e+00,6.118178618875194275e+01,-3.200659450546418316e+00,2.305720288641861071e+00,7.602059991327962507e+00,5.918937407270496465e+01,-6.070210748082894625e+00,2.166415409078381593e+00
7.250777418363887783e+00,5.729872442528514398e+01,-1.903089986991943539e+00,1.678290620891497165e+00,7.301029995663981254e+00,5.529266005227026426e+01,-7.025726849617302427e+00,2.497432143566241436e+00
7.220748685131458622e+00,5.928396087619663746e+01,-1.903089986991943539e+00,1.724702704327472746e+00,7.301029995663981254e+00,5.727793817385855846e+01,-6.973318439469020191e+00,2.324327216253438966e+00
6.575731355643883447e+00,6.236227260867018174e+01,-2.301029995663981254e+00,2.246882729926454658e+00,7.740362689494244108e+00,6.038541680215064389e+01,-6.291275639167398737e+00,2.071457284255521003e+00
7.083980625060478431e+00,6.424182031454901676e+01,-2.028028723600243666e+00,1.794741496277802328e+00,7.301029995663981254e+00,6.230150980389336723e+01,-6.775332779164306984e+00,1.924882938182364889e+00
5.880174331008933386e+00,6.175859491302796300e+01,-2.806875401645538393e+00,2.220362790953325227e+00,7.602059991327962507e+00,5.977308697350412103e+01,-5.602890154774987863e+00,2.119782973438698370e+00
6.566355688387568890e+00,4.457044862657396322e+01,-2.551293680094920191e+00,2.129119703062548830e+00,7.602059991327962507e+00,4.283351906043418467e+01,-6.258102113728755356e+00,3.887321393824971327e+00
6.394354888405143988e+00,4.921330157060582167e+01,-2.358525889495900252e+00,2.177186074748961975e+00,7.602059991327962507e+00,4.733361211718232653e+01,-6.079112646121989094e+00,3.311794366661709343e+00
7.092983623377242530e+00,4.848891773971840990e+01,-2.204119982655924570e+00,2.059577686594703749e+00,7.301029995663981254e+00,4.662874761596100370e+01,-6.777772314240109175e+00,3.395593280359584298e+00
7.557984524627030964e+00,4.810854683626763517e+01,-1.903089986991943539e+00,1.511430512855555630e+00,7.301029995663981254e+00,4.625906969827076409e+01,-7.242635359832068964e+00,3.440413099717604783e+00
5.899541731230156572e+00,4.121680616596898972e+01,-2.725842150736319969e+00,2.315428954188078592e+00,7.740362689494244108e+00,3.960449756766237783e+01,-5.603687281798280573e+00,4.368639651812249447e+00
6.489576255400828941e+00,4.571651230116604836e+01,-2.463441557428470041e+00,1.875422370577502162e+00,7.602059991327962507e+00,4.394071853311922382e+01,-6.178007367335323075e+00,3.736198738364191030e+00
6.505993144874594236e+00,5.438476187084224023e+01,-2.358525889495900252e+00,2.189997132348807440e+00,7.740362689494244108e+00,5.240265366992954910e+01,-6.311691657641812725e+00,2.768449155386993432e+00
6.715552651828335051e+00,5.332008491118954652e+01,-2.726998727936262412e+00,2.112770257460891532e+00,7.301029995663981254e+00,5.135323567692447000e+01,-6.532159576111998156e+00,2.873336841309183765e+00
5.956734214180687381e+00,6.491259663568311566e+01,-2.463441557428470041e+00,2.045159190399223448e+00,7.740362689494244108e+00,6.298894132200575768e+01,-5.638799635717333558e+00,1.873744041835625707e+00
6.473922697809342708e+00,4.483836385168142158e+01,-2.659555885159881505e+00,1.672696050775308807e+00,7.740362689494244108e+00,4.309216020830083949e+01,-6.165256146939413817e+00,3.851376455785450847e+00
5.805291772441196763e+00,4.413099976185496587e+01,-3.508638306165727361e+00,2.260636221000434709e+00,7.602059991327962507e+00,4.240952031846217096e+01,-5.498314524270544013e+00,3.946975668587513475e+00
7.202333946856462887e+00,5.070155906823083569e+01,-2.028028723600243666e+00,1.711831264619756876e+00,7.301029995663981254e+00,4.878545228185723204e+01,-6.893417470604197739e+00,3.146141852264658034e+00
6.193257123091856720e+00,5.648495093655860444e+01,-2.806875401645538393e+00,1.985821354441966502e+00,7.602059991327962507e+00,5.448281729345669078e+01,-5.977087310508013118e+00,2.570905154146167604e+00
7.068941811261363561e+00,5.978314164266070918e+01,-2.328827157284916627e+00,1.540430043442724717e+00,7.740362689494244108e+00,5.777937444105214126e+01,-6.816127146796164382e+00,2.282132474810224743e+00
6.765834267330810725e+00,4.800704808774464993e+01,-2.329058719264224919e+00,1.624106434384590125e+00,7.301029995663981254e+00,4.616047445877870814e+01,-6.450710853786800314e+00,3.452462376616247663e+00
6.220090609441546903e+00,5.546077844987434702e+01,-2.328827157284916627e+00,2.046134371938054919e+00,7.602059991327962507e+00,5.346668104978516567e+01,-6.014871604401519356e+00,2.665858693745077446e+00
7.510498338493997394e+00,4.740662223049653079e+01,-2.028028723600243666e+00,1.529671550054228835e+00,7.301029995663981254e+00,4.557764592535818338e+01,-7.195488103885408826e+00,3.524524424141389112e+00
6.378333261901101281e+00,4.969262401991872480e+01,-2.425968732272281159e+00,2.246148795155112232e+00,7.602059991327962507e+00,4.780065000576564671e+01,-6.064482503978198658e+00,3.257642178141351597e+00
5.714684156293646566e+00,4.057903099432876104e+01,-3.508638306165727361e+00,1.982023923038114033e+00,7.602059991327962507e+00,3.899197804722726346e+01,-5.421325694743880597e+00,4.467603941810466495e+00
6.725718239912638730e+00,4.947948762399932576e+01,-2.504455662453551668e+00,1.545000948950513209e+00,7.740362689494244108e+00,4.759291262075689133e+01,-6.411261544256697142e+00,3.281625850067442229e+00
6.427226656766013235e+00,5.717828020205860895e+01,-2.328827157284916627e+00,2.129311186937318912e+00,7.602059991327962507e+00,5.517265706020413063e+01,-6.203541720956191163e+00,2.508221298533079846e+00
7.316461852994875059e+00,6.431229058186673342e+01,-2.124938736608299905e+00,1.574730001928604128e+00,7.301029995663981254e+00,6.237363918215604031e+01,-7.006587900029122906e+00,1.919489649940971043e+00
6.391005263617017818e+00,6.458223962145328301e+01,-2.504455662453551668e+00,1.753293243877502627e+00,7.740362689494244108e+00,6.265014020883810986e+01,-6.077407897201140052e+00,1.898875292792503444e+00
6.358349325207288238e+00,4.545041540707501326e+01,-2.301029995663981254e+00,2.160935587582921258e+00,7.740362689494244108e+00,4.368345408501048155e+01,-6.047914575260501024e+00,3.770620883751253594e+00
6.378350854828182648e+00,4.616209122718775859e+01,-2.463441557428470041e+00,2.014036660215061669e+00,7.740362689494244108e+00,4.437177805162417599e+01,-6.065845021432081374e+00,3.679216919377723105e+00
5.721111343046837661e+00,6.237340272090072091e+01,-2.391473966422805741e+00,2.472909485587352130e+00,7.602059991327962507e+00,6.039672028880366383e+01,-5.436647554567533014e+00,2.070570740926980680e+00
5.483701053965710059e+00,6.095736225639852535e+01,-3.026872146400301222e+00,2.494510836560863698e+00,7.602059991327962507e+00,5.896261877193020950e+01,-5.216264841632324512e+00,2.184713629532033963e+00
6.356548751341269288e+00,4.942258779500065913e+01,-3.026872146400301222e+00,1.937355549170133973e+00,7.740362689494244108e+00,4.753747140274128924e+01,-6.041926840861195913e+00,3.288054481158171782e+00
7.100096692780128116e+00,6.269550772053571563e+01,-2.329058719264224919e+00,1.540476662634042038e+00,7.301029995663981254e+00,6.072406192590221963e+01,-6.811142468838876418e+00,2.045100407521224906e+00
6.082737305876673162e+00,5.282547775716857785e+01,-2.425968732272281159e+00,2.490465813407996887e+00,7.602059991327962507e+00,5.086681525423895778e+01,-5.904063278734319020e+00,2.923076395941037298e+00
6.137150761033193014e+00,5.147086799693610004e+01,-3.508638306165727361e+00,2.341695591904375817e+00,7.602059991327962507e+00,4.953800893061179522e+01,-5.838801000232560767e+00,3.063680294161652995e+00
7.130318654737621387e+00,5.701036078131108553e+01,-2.551293680094920191e+00,1.612430769070195558e+00,7.740362689494244108e+00,5.500543489983337508e+01,-6.908688034322929994e+00,2.523312127951673922e+00
7.064708534069144008e+00,4.697258786536316677e+01,-2.329058719264224919e+00,1.683389603831380033e+00,7.301029995663981254e+00,4.515676886077798713e+01,-6.750331603875383557e+00,3.577639380624945353e+00
6.715033072138668402e+00,6.433173225162623510e+01,-2.204119982655924570e+00,1.653078023153353504e+00,7.301029995663981254e+00,6.239354230581665206e+01,-6.405139827657249540e+00,1.918002599278987530e+00
7.114571352154771766e+00,6.089616715037484340e+01,-2.505149978319905824e+00,1.866928584469949026e+00,7.301029995663981254e+00,5.890082214753726930e+01,-6.848433441269695443e+00,2.189738861811321602e+00
6.046324915020696800e+00,5.911550326432542590e+01,-2.551293680094920191e+00,2.428688280156347634e+00,7.602059991327962507e+00,5.710892766636618489e+01,-5.800914811574602759e+00,2.338710533691422011e+00
6.250123867622402685e+00,5.499643080936768058e+01,-2.725842150736319969e+00,2.130597095149165288e+00,7.602059991327962507e+00,5.300707209382133556e+01,-6.049688872251892668e+00,2.709748723479688426e+00
6.891848571417948932e+00,6.228127689280705681e+01,-2.504455662453551668e+00,1.629248051921645457e+00,7.740362689494244108e+00,6.030317459140235314e+01,-6.608061430447299323e+00,2.077913585669412200e+00
7.179483895680325745e+00,5.582858911335500096e+01,-2.329058719264224919e+00,1.756058222227669274e+00,7.301029995663981254e+00,5.383121817320329683e+01,-6.970145497887035191e+00,2.631445509004624039e+00
6.448125514708315187e+00,6.041778474080763317e+01,-2.504455662453551668e+00,2.221138398927455793e+00,7.602059991327962507e+00,5.841823831113481447e+01,-6.187311386245802680e+00,2.229215849047502473e+00
6.960649690264538947e+00,4.083838222372916960e+01,-2.329058719264224919e+00,1.549257670455106428e+00,7.301029995663981254e+00,3.924100669082861259e+01,-6.665936722509166579e+00,4.427096588099024288e+00
6.999026466845242211e+00,4.083888248540708332e+01,-3.028028723600243666e+00,1.501195492045651836e+00,7.301029995663981254e+00,3.924148710968998444e+01,-6.704317383696004384e+00,4.427018803963511218e+00
6.890300120047298194e+00,5.108984375943370537e+01,-2.425968732272281159e+00,1.886829563286539724e+00,7.301029995663981254e+00,4.916509828472072741e+01,-6.585206444211054944e+00,3.104212000147137385e+00
6.095045344463074777e+00,4.255432565042255533e+01,-3.200659450546418316e+00,2.312917200385845806e+00,7.602059991327962507e+00,4.089055449184760960e+01,-5.794201299945317629e+00,4.169321457025876754e+00
6.440550882077027417e+00,4.433410515620199988e+01,-3.026872146400301222e+00,1.607712840336064986e+00,7.740362689494244108e+00,4.260544868922261230e+01,-6.133474680892546438e+00,3.919296480976252717e+00
7.127295344712822889e+00,4.298522826405358188e+01,-2.726998727936262412e+00,1.764882405762976392e+00,7.301029995663981254e+00,4.130534921828461847e+01,-6.824761060970590876e+00,4.107143627932617669e+00
6.085025551747660799e+00,6.271238191497904779e+01,-3.200659450546418316e+00,1.916386582929064275e+00,7.602059991327962507e+00,6.074122217075296248e+01,-5.796058255932893921e+00,2.043771544052076727e+00
6.560725929674116053e+00,5.484261891129979460e+01,-2.903089986991943761e+00,1.981822852414471869e+00,7.740362689494244108e+00,5.285497661834239125e+01,-6.362381702365667913e+00,2.724398575170157155e+00
6.235601983460195896e+00,4.460505827770045784e+01,-3.508638306165727361e+00,2.178671490289359358e+00,7.602059991327962507e+00,4.286692439794725829e+01,-5.927536658477410292e+00,3.882660016513729495e+00
7.111243140315563593e+00,4.755959320805321511e+01,-2.725842150736319969e+00,1.719558248908426457e+00,7.740362689494244108e+00,4.572606609732818583e+01,-6.796231391346453599e+00,3.506036893864146631e+00
5.803036258049545815e+00,5.939845872334001342e+01,-2.463441557428470041e+00,2.068152379270816965e+00,7.602059991327962507e+00,5.739287152874419462e+01,-5.554260690883959128e+00,2.314578855394664458e+00
6.401710749578720439e+00,6.269595236267321070e+01,-2.504455662453551668e+00,2.151951840140377659e+00,7.602059991327962507e+00,6.072451409058083982e+01,-6.112756181717044157e+00,2.045065387004490809e+00
7.112691934568738716e+00,4.061743042163062256e+01,-2.505149978319905824e+00,1.888128004618119915e+00,7.301029995663981254e+00,3.902884469157100966e+01,-6.818957470330877513e+00,4.461583524634534115e+00
6.746067511680663209e+00,4.904879148686489287e+01,-2.204119982655924570e+00,2.074178553265925373e+00,7.301029995663981254e+00,4.717343561936129959e+01,-6.430906117910354602e+00,3.330570598646627634e+00
6.548496563456233766e+00,4.210308660754915167e+01,-2.124938736608299905e+00,2.213360566164659815e+00,7.301029995663981254e+00,4.045643731388190645e+01,-6.249132699492583320e+00,4.235415691241422920e+00
7.533294134187087820e+00,4.386319993183627730e+01,-2.124938736608299905e+00,1.526492247159246141e+00,7.301029995663981254e+00,4.215127683647389745e+01,-7.227269832766594959e+00,3.983757641563725471e+00
6.335346614061105441e+00,5.919473825713119197e+01,-2.659555885159881505e+00,2.056419176399945314e+00,7.602059991327962507e+00,5.718840971899470560e+01,-6.089258784232542077e+00,2.331939175552597554e+00
5.951082504990075073e+00,5.504996096928424265e+01,-2.602059991327962507e+00,2.403726366779383117e+00,7.602059991327962507e+00,5.306002191699144532e+01,-5.749953458621097191e+00,2.704663362683740857e+00
6.075239463573902654e+00,6.488199383969936207e+01,-2.659555885159881505e+00,2.278789527770941792e+00,7.740362689494244108e+00,6.295753652494602193e+01,-5.757905467412628653e+00,1.876067734504671680e+00
6.984813330313006219e+00,5.226739335818365362e+01,-2.204119982655924570e+00,1.542864090403328614e+00,7.301029995663981254e+00,5.031877325483236518e+01,-6.811524271158948984e+00,2.980342534442199653e+00
7.394815328967488277e+00,5.945018484037704098e+01,-1.903089986991943539e+00,1.534490141262976337e+00,7.301029995663981254e+00,5.744481030510792152e+01,-7.145368881769510239e+00,2.310182190545929881e+00
6.760681135619004856e+00,4.850817606343056809e+01,-2.425968732272281159e+00,1.839475273691760782e+00,7.740362689494244108e+00,4.664747253915282954e+01,-6.444949383374912522e+00,3.393338013122846331e+00
5.490494015021272212e+00,4.835788872456983967e+01,-2.328827157284916627e+00,2.702429203124393275e+00,7.602059991327962507e+00,4.650136829188940624e+01,-5.174839357587043054e+00,3.410973207814549379e+00
6.513231255830222111e+00,4.826469693494678381e+01,-2.391473966422805741e+00,2.095180503359801882e+00,7.740362689494244108e+00,4.641079396728281381e+01,-6.197841916774469162e+00,3.421949822197975166e+00
6.475238073267188810e+00,4.274155256896886357e+01,-2.358525889495900252e+00,1.996908541934163228e+00,7.740362689494244108e+00,4.107075283770413421e+01,-6.173694783578652867e+00,4.142193462020586026e+00
7.265969736782513344e+00,6.221410583014881013e+01,-2.505149978319905824e+00,1.461655252560084550e+00,7.301029995663981254e+00,6.023499000793316327e+01,-6.983453464211502038e+00,2.083274299916778816e+00
6.566719576423367677e+00,5.978763433155393159e+01,-2.328827157284916627e+00,1.661010629643353553e+00,7.740362689494244108e+00,5.778389165384712101e+01,-6.313250046207872224e+00,2.281755628397946101e+00
6.571464881557444571e+00,5.638899291729273955e+01,-2.659555885159881505e+00,2.002581245409838395e+00,7.602059991327962507e+00,5.438746802391108304e+01,-6.356677633215886303e+00,2.579659663804426017e+00
7.045739667095297420e+00,4.738083186405354041e+01,-2.505149978319905824e+00,1.723699899333568597e+00,7.301029995663981254e+00,4.555262728718096810e+01,-6.731220237493527492e+00,3.527650069401662147e+00
6.725768227644977060e+00,5.474627594703865441e+01,-2.659555885159881505e+00,2.031795951302017844e+00,7.740362689494244108e+00,5.275974553908596931e+01,-6.528080483162929326e+00,2.733603471033398957e+00
6.357373946422545608e+00,6.084692998117917995e+01,-2.301029995663981254e+00,1.944165876570483897e+00,7.740362689494244108e+00,5.885111159956971960e+01,-6.091259939232512188e+00,2.193786151354178315e+00
6.880272462244319875e+00,6.035921254276148318e+01,-2.505149978319905824e+00,1.519480806229078995e+00,7.301029995663981254e+00,5.835921232756118116e+01,-6.620124725573265145e+00,2.234073228544764866e+00
6.333638189392236661e+00,6.369966128274565875e+01,-2.463441557428470041e+00,2.371008608914721538e+00,7.740362689494244108e+00,6.174729208418438020e+01,-6.031920920595808866e+00,1.966601668914188528e+00
7.125574222380415712e+00,4.992042016215523859e+01,-1.903089986991943539e+00,1.588450741384105802e+00,7.301029995663981254e+00,4.802278990491168997e+01,-6.812348771001177639e+00,3.232176521791926938e+00
6.576453524315351906e+00,5.881021821567426855e+01,-2.329058719264224919e+00,1.794192350179443673e+00,7.301029995663981254e+00,5.680290528424978902e+01,-6.334420356983310185e+00,2.364902107440794321e+00
7.001543231274510504e+00,4.595614546918697840e+01,-2.806875401645538393e+00,1.668710177683822460e+00,7.740362689494244108e+00,4.417250045826389737e+01,-6.689293839184201396e+00,3.705452064670804901e+00
6.564441532584482708e+00,5.427387984418882638e+01,-3.200659450546418316e+00,1.607447763674378471e+00,7.740362689494244108e+00,5.229320637182397036e+01,-6.371528652152636418e+00,2.779237655378018701e+00
6.707551433504471916e+00,5.038222506735316131e+01,-3.508638306165727361e+00,1.631695325929004792e+00,7.740362689494244108e+00,4.847349702533398386e+01,-6.396106920519049943e+00,3.181074628296320483e+00
5.754555277473153652e+00,5.829302738152368590e+01,-3.200659450546418316e+00,2.210838379436153023e+00,7.740362689494244108e+00,5.628523405714250316e+01,-5.518617431535176365e+00,2.409652069647868267e+00
5.399021021611880577e+00,5.567410929992968249e+01,-2.725842150736319969e+00,2.514479763342983176e+00,7.602059991327962507e+00,5.367806100608032693e+01,-5.191761027315571653e+00,2.645861582030978987e+00
5.613285845452256950e+00,5.957974475540740400e+01,-3.508638306165727361e+00,2.251582717739801343e+00,7.602059991327962507e+00,5.757494649654807972e+01,-5.362492607366394104e+00,2.299227635284083249e+00
6.477475527117700693e+00,5.230196079957789124e+01,-2.204119982655924570e+00,2.150960971218198292e+00,7.301029995663981254e+00,5.035269434472746752e+01,-6.304246769258844196e+00,2.976767642646933609e+00
7.361084469670647223e+00,5.693864145354149287e+01,-3.028028723600243666e+00,1.726771642166145204e+00,7.301029995663981254e+00,5.493404237057865203e+01,-7.140134214185220429e+00,2.529775012949404100e+00
5.764163084694233774e+00,4.157065472617215818e+01,-2.725842150736319969e+00,2.315599048299917140e+00,7.602059991327962507e+00,3.994452633216093318e+01,-5.466932985837811287e+00,4.314713697426687311e+00
6.120045267125957977e+00,4.017719780506048721e+01,-3.026872146400301222e+00,2.059321755721084113e+00,7.602059991327962507e+00,3.860627469804100542e+01,-5.828237324062345515e+00,4.531085811549012909e+00
6.995988900093410123e+00,5.229466701516401628e+01,-2.328827157284916627e+00,1.532974362216920516e+00,7.740362689494244108e+00,5.034553667670576260e+01,-6.822747455067279532e+00,2.977521665294528663e+00
6.711439231379753956e+00,4.520658730376903378e+01,-2.358525889495900252e+00,1.971202701289547443e+00,7.740362689494244108e+00,4.344782258958548482e+01,-6.401613509694835891e+00,3.802490807927155103e+00
6.340239911625061175e+00,5.519266213215430383e+01,-2.659555885159881505e+00,2.033320124365262327e+00,7.740362689494244108e+00,5.320121919558363288e+01,-6.137752532311826492e+00,2.691139667419173431e+00
